Dataset,Gene,Species,GO-term,Term,Definition,Ontology
Four,LPL,aipysurusLaevis,GO:0045600,positive regulation of fat cell differentiation,"Any process that activates or increases the frequency, rate or extent of adipocyte differentiation.",BP
Four,LPL,aipysurusLaevis,GO:0055096,low-density lipoprotein particle mediated signaling,A series of molecular signals mediated by the detection of low-density lipoprotein particle.,BP
Four,LPL,aipysurusLaevis,GO:0008970,phospholipase A1 activity,Catalysis of the reaction: phosphatidylcholine + H2O = 2-acylglycerophosphocholine + a carboxylate.,MF
Four,SLC2A1,aipysurusLaevis,GO:0042802,identical protein binding,Interacting selectively and non-covalently with an identical protein or proteins.,MF
Four,SLC2A1,aipysurusLaevis,GO:0043621,protein self-association,Interacting selectively and non-covalently with a domain within the same polypeptide.,MF
Four,SLC2A1,aipysurusLaevis,GO:0005886,plasma membrane,The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.,CC
Four,SLC2A1,aipysurusLaevis,GO:0030496,midbody,"A thin cytoplasmic bridge formed between daughter cells at the end of cytokinesis. The midbody forms where the contractile ring constricts, and may persist for some time before finally breaking to complete cytokinesis.",CC
Four,SLC2A1,aipysurusLaevis,GO:0005887,integral component of plasma membrane,The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,CC
Four,SLC2A1,aipysurusLaevis,GO:0030864,cortical actin cytoskeleton,"The portion of the actin cytoskeleton, comprising filamentous actin and associated proteins, that lies just beneath the plasma membrane.",CC
Four,SLC2A1,aipysurusLaevis,GO:0065003,protein-containing complex assembly,"The aggregation, arrangement and bonding together of a set of macromolecules to form a protein-containing complex.",BP
Four,SLC2A1,aipysurusLaevis,GO:0055056,D-glucose transmembrane transporter activity,Enables the transfer of the D-enantiomer of the hexose monosaccharide glucose from one side of a membrane to the other.,MF
Four,SLC2A1,aipysurusLaevis,GO:0005355,glucose transmembrane transporter activity,Enables the transfer of the hexose monosaccharide glucose from one side of a membrane to the other.,MF
Four,SLC2A1,aipysurusLaevis,GO:0016324,apical plasma membrane,The region of the plasma membrane located at the apical end of the cell.,CC
Four,SLC2A1,aipysurusLaevis,GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,CC
Four,SLC2A1,aipysurusLaevis,GO:0016323,basolateral plasma membrane,"The region of the plasma membrane that includes the basal end and sides of the cell. Often used in reference to animal polarized epithelial membranes, where the basal membrane is the part attached to the extracellular matrix, or in plant cells, where the basal membrane is defined with respect to the zygotic axis.",CC
Four,SLC2A1,aipysurusLaevis,GO:0005324,long-chain fatty acid transporter activity,Enables the transfer of long-chain fatty acids from one side of a membrane to the other. A long-chain fatty acid is a fatty acid with a chain length between C13 and C22.,MF
Four,SLC2A1,aipysurusLaevis,GO:0016021,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,CC
Four,SLC2A1,aipysurusLaevis,GO:0055085,transmembrane transport,"The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other.",BP
Four,SLC2A1,aipysurusLaevis,GO:0022857,transmembrane transporter activity,"Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other.",MF
Four,SLC2A1,aipysurusLaevis,GO:0015911,long-chain fatty acid import across plasma membrane,"The directed movement of long-chain fatty acids from outside of a cell, across the plasma membrane and into the cytosol. A long-chain fatty acid is a fatty acid with a chain length between C13 and C22.",BP
Four,SLC2A1,aipysurusLaevis,GO:0098708,glucose import across plasma membrane,"The directed movement of glucose from outside of a cell, across the plasma membrane and into the cytosol.",BP
Four,SLC2A1,aipysurusLaevis,GO:0007417,central nervous system development,"The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord.",BP
Four,SLC2A1,aipysurusLaevis,GO:0005215,transporter activity,"Enables the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells.",MF
Four,SLC16A5,aipysurusLaevis,GO:0055085,transmembrane transport,"The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other.",BP
Four,SLC16A5,aipysurusLaevis,GO:0022857,transmembrane transporter activity,"Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other.",MF
Four,SLC16A5,aipysurusLaevis,GO:0016021,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,CC
Four,OG22569,aipysurusLaevis,GO:0046872,metal ion binding,Interacting selectively and non-covalently with any metal ion.,MF
Four,OG22569,aipysurusLaevis,GO:0003824,catalytic activity,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",MF
Four,CAP1,aipysurusLaevis,GO:0000902,cell morphogenesis,The developmental process in which the size or shape of a cell is generated and organized.,BP
Four,CAP1,aipysurusLaevis,GO:0007010,cytoskeleton organization,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures.",BP
Four,CAP1,aipysurusLaevis,GO:0030036,actin cytoskeleton organization,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins.",BP
Four,CAP1,aipysurusLaevis,GO:0003779,actin binding,"Interacting selectively and non-covalently with monomeric or multimeric forms of actin, including actin filaments.",MF
Four,FGB,aipysurusLaevis,GO:0005615,extracellular space,"That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid.",CC
Four,FGB,aipysurusLaevis,GO:0070374,positive regulation of ERK1 and ERK2 cascade,"Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade.",BP
Four,FGB,aipysurusLaevis,GO:0045202,synapse,"The junction between an axon of one neuron and a dendrite of another neuron, a muscle fiber or a glial cell. As the axon approaches the synapse it enlarges into a specialized structure, the presynaptic terminal bouton, which contains mitochondria and synaptic vesicles. At the tip of the terminal bouton is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic terminal bouton secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane.",CC
Four,FGB,aipysurusLaevis,GO:0009986,cell surface,The external part of the cell wall and/or plasma membrane.,CC
Four,FGB,aipysurusLaevis,GO:0005783,endoplasmic reticulum,"The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached).",CC
Four,FGB,aipysurusLaevis,GO:0005102,signaling receptor binding,"Interacting selectively and non-covalently with one or more specific sites on a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function.",MF
